"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1053_at","RFC2","5982","replication factor C subunit 2",-0.0384932840969778,8.49498421467768,-0.359822848665076,0.721988766971232,0.908016090069646,-6.22988126808228
"2","1316_at","THRA","7067","thyroid hormone receptor alpha",-0.138851241260729,7.94388315740429,-1.22496833842402,0.231956152727207,0.592847283324062,-5.56307089770624
"3","1552287_s_at","AFG3L1P","172","AFG3 like matrix AAA peptidase subunit 1, pseudogene",0.000790407812128358,7.1088769063249,0.00629947294748861,0.995023570060077,0.998173545780988,-6.29475519769644
"4","1552288_at","CILP2","148113","cartilage intermediate layer protein 2",0.139586922531987,6.19995875516714,1.14513135666828,0.262954018665401,0.622110727086438,-5.65295412199009
"5","1552291_at","PIGX","54965","phosphatidylinositol glycan anchor biosynthesis class X",-0.162051184473263,8.46246526815567,-1.36045394155298,0.185776387985952,0.537194077407856,-5.39841205082287
"6","1552310_at","C15orf40","123207","chromosome 15 open reading frame 40",-0.00557632091930138,9.01961399465184,-0.0635492549975904,0.949832406462032,0.988437107116668,-6.29274574915714
"7","1552323_s_at","FAM122C","159091","family with sequence similarity 122C",-0.103163957123742,6.32213388092031,-0.923592919083943,0.364490250169099,0.718440336792863,-5.87344572415345
"8","1552326_a_at","CFAP53","220136","cilia and flagella associated protein 53",-0.174193775750095,6.67994590947471,-2.03323866626201,0.0527283406899288,0.273556740827924,-4.37665259372398
"9","1552329_at","RBBP6","5930","RB binding protein 6, ubiquitin ligase",0.0822543336922239,7.02811183212521,0.662175002469704,0.513891957629538,0.821055126475575,-6.07638390388624
"10","1552330_at","CENPBD1","92806","CENPB DNA-binding domain containing 1",0.0691081171026191,8.70966807930298,0.557366087740497,0.582213042511572,0.851366644812276,-6.13964385102904
"11","1552354_at","CBARP","255057","CACN subunit beta associated regulatory protein",-0.253232894299448,7.58037374787733,-1.2906112216009,0.208597887584761,0.564165010711815,-5.48517073463698
"12","1552367_a_at","SCIN","85477","scinderin",0.0749746831885645,8.33135677866773,0.398288559239379,0.693784390004023,0.897298654155117,-6.21531259836117
"13","1552370_at","C4orf33","132321","chromosome 4 open reading frame 33",0.101776559151617,7.75924194252192,1.24087341349873,0.226122871438345,0.586690166817111,-5.54452387730472
"14","1552378_s_at","RDH10","157506","retinol dehydrogenase 10",0.0156973984229936,7.58062627124518,0.0946341524926889,0.925356670275033,0.984561355417409,-6.29027530387293
"15","1552390_a_at","ERICH5","203111","glutamate rich 5",-0.0979814047827343,7.4767369811379,-1.01799498399609,0.318390564398025,0.681588287894755,-5.78478425464723
"16","1552405_at","NLRP5","126206","NLR family pyrin domain containing 5",-0.0211013633730541,7.16830317657735,-0.227498724415014,0.821878414279106,0.948736335726334,-6.26879289219038
"17","1552417_a_at","NEDD1","121441","NEDD1 gamma-tubulin ring complex targeting factor",-0.0675570507624945,7.65110909231284,-0.555545144031985,0.583438856475198,0.851366644812276,-6.14064947519299
"18","1552422_at","C10orf25","220979","chromosome 10 open reading frame 25",-0.00950909853539894,6.61190898643185,-0.0726001950855799,0.942699565493154,0.988295209368932,-6.29212658275624
"19","1552423_at","ETV3","2117","ETS variant transcription factor 3",-0.249069317195803,7.62283665588864,-1.58148019323284,0.126285751586441,0.450484675390387,-5.09854656339352
"20","1552470_a_at","ABHD11","83451","abhydrolase domain containing 11",-0.026529364981414,6.63588398520966,-0.164209658013898,0.870880961166767,0.966587073137463,-6.28123143557362
"21","1552476_s_at","PLCD3","113026","phospholipase C delta 3",-0.0750467746187482,8.87642095632867,-0.555981636887962,0.583144904116963,0.851366644812276,-6.14040871241842
"22","1552485_at","LACTB","114294","lactamase beta",0.196170236568392,8.01018269677471,1.12107445287689,0.272865182337354,0.63367034056612,-5.67897467104138
"23","1552497_a_at","SLAMF6","114836","SLAM family member 6",-0.0892260565269485,8.70933511125444,-0.636841675514397,0.529992454588473,0.827824874882894,-6.0926395699944
"24","1552578_a_at","MYO3B","140469","myosin IIIB",-0.0418299206201169,7.28704090615457,-0.41627359778577,0.680746969198767,0.891665856504813,-6.208000207148
"25","1552587_at","CNBD1","168975","cyclic nucleotide binding domain containing 1",0.115686511771528,5.96998315756278,0.696480083749022,0.492526672748326,0.808948368228629,-6.05339772724964
"26","1552623_at","HSH2D","84941","hematopoietic SH2 domain containing",-0.203720854908995,8.41902687756461,-2.41106927421385,0.0235480100594148,0.172914155509609,-3.67674323173949
"27","1552664_at","FLCN","201163","folliculin",-0.054648949335129,7.39567603041889,-0.44064780944729,0.66323891603136,0.885651685618501,-6.19758231390873
