"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1053_at","RFC2","5982","replication factor C subunit 2",-0.095338072659727,8.49498421467768,-0.89118966322113,0.381288933740256,0.501491885732947,-7.29940400323446
"2","1316_at","THRA","7067","thyroid hormone receptor alpha",-0.68957803128051,7.94388315740429,-6.08357006766131,2.29708461427699e-06,1.8479258045316e-05,4.08135883035667
"3","1552287_s_at","AFG3L1P","172","AFG3 like matrix AAA peptidase subunit 1, pseudogene",0.697399078445449,7.1088769063249,5.55820243785388,8.73131392726357e-06,5.66804986475128e-05,2.73463408048
"4","1552288_at","CILP2","148113","cartilage intermediate layer protein 2",-0.00842364672213591,6.19995875516714,-0.0691051985676044,0.945453348888418,0.963212824034171,-7.70263474316264
"5","1552291_at","PIGX","54965","phosphatidylinositol glycan anchor biosynthesis class X",-0.513896918481178,8.46246526815567,-4.31427323763252,0.000218609694971788,0.000886388505978859,-0.4841544961671
"6","1552310_at","C15orf40","123207","chromosome 15 open reading frame 40",-0.0179676489895257,9.01961399465184,-0.204764166888304,0.839407376018569,0.8901672286916,-7.68337478983223
"7","1552323_s_at","FAM122C","159091","family with sequence similarity 122C",1.43961985772442,6.32213388092031,12.8884422800112,1.43605412365712e-12,4.51551584108833e-11,18.6260374581204
"8","1552326_a_at","CFAP53","220136","cilia and flagella associated protein 53",-0.0854878072569436,6.67994590947471,-0.997837692307308,0.327878756551163,0.445649416356637,-7.1984743517672
"9","1552329_at","RBBP6","5930","RB binding protein 6, ubiquitin ligase",1.02616752116705,7.02811183212521,8.26099307309035,1.26048855145035e-08,1.88661847285329e-07,9.36645111447198
"10","1552330_at","CENPBD1","92806","CENPB DNA-binding domain containing 1",-0.193704609794771,8.70966807930298,-1.56225324990832,0.130746631775137,0.210161252604778,-6.49666337039308
"11","1552354_at","CBARP","255057","CACN subunit beta associated regulatory protein",0.101650689154133,7.58037374787733,0.51806666139769,0.60894741029004,0.708378860125222,-7.56658897148214
"12","1552367_a_at","SCIN","85477","scinderin",-0.15785747545331,8.33135677866773,-0.838587424308773,0.40961431947035,0.529496024864215,-7.34524717205178
"13","1552370_at","C4orf33","132321","chromosome 4 open reading frame 33",0.935036902134115,7.75924194252192,11.4000948958197,2.02637420413882e-11,5.13619672647046e-10,15.9277112770788
"14","1552378_s_at","RDH10","157506","retinol dehydrogenase 10",-0.597658382636935,7.58062627124518,-3.60307440742219,0.00135573848243132,0.00431169287855205,-2.27807833413458
"15","1552390_a_at","ERICH5","203111","glutamate rich 5",-0.211047959455351,7.4767369811379,-2.19271977764107,0.0378078168523944,0.0748185401120868,-5.42293056393742
"16","1552405_at","NLRP5","126206","NLR family pyrin domain containing 5",0.14886589428679,7.16830317657735,1.60495795747454,0.121009849354335,0.19702184639873,-6.43286937273484
"17","1552417_a_at","NEDD1","121441","NEDD1 gamma-tubulin ring complex targeting factor",0.765662544181149,7.65110909231284,6.29630961662936,1.34751148812352e-06,1.18411985123607e-05,4.62067959482744
"18","1552422_at","C10orf25","220979","chromosome 10 open reading frame 25",0.115497195573015,6.61190898643185,0.881799562726529,0.386249829251901,0.505992110440731,-7.3077798932486
"19","1552423_at","ETV3","2117","ETS variant transcription factor 3",0.115889717851461,7.62283665588864,0.735848539855859,0.468642476753237,0.586995940586871,-7.42714518398507
"20","1552470_a_at","ABHD11","83451","abhydrolase domain containing 11",-0.24242923919061,6.63588398520966,-1.50057200720594,0.145938503914179,0.230035566794725,-6.58629585606096
