"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1053_at","RFC2","5982","replication factor C subunit 2",0.0707229273188368,8.49498421467768,0.661095195455014,0.514572679697234,0.817034229590566,-5.99864964940412
"2","1316_at","THRA","7067","thyroid hormone receptor alpha",0.242622040655048,7.94388315740429,2.14045128662682,0.0422167936184597,0.377688587582324,-4.12004965328421
"3","1552287_s_at","AFG3L1P","172","AFG3 like matrix AAA peptidase subunit 1, pseudogene",-0.0939639357296169,7.1088769063249,-0.748883376512168,0.460886631457313,0.792331919101369,-5.93806760551577
"4","1552288_at","CILP2","148113","cartilage intermediate layer protein 2",0.0480121828620534,6.19995875516714,0.393878273839225,0.696996348184859,0.896330689095288,-6.1377717450128
"5","1552291_at","PIGX","54965","phosphatidylinositol glycan anchor biosynthesis class X",0.0656486622623458,8.46246526815567,0.551134393881733,0.586413340465199,0.851455955134099,-6.06423260250928
"6","1552310_at","C15orf40","123207","chromosome 15 open reading frame 40",0.00752664887909837,9.01961399465184,0.085775717685035,0.932325104504513,0.976021607532987,-6.21134922144221
"7","1552323_s_at","FAM122C","159091","family with sequence similarity 122C",-0.138660478783936,6.32213388092031,-1.2413815826008,0.225938343708195,0.616227686205851,-5.46879352597129
"8","1552326_a_at","CFAP53","220136","cilia and flagella associated protein 53",-0.322043271184683,6.67994590947471,-3.75897949489072,0.000912685341799642,0.0807646467374981,-0.671668996323114
"9","1552329_at","RBBP6","5930","RB binding protein 6, ubiquitin ligase",0.0166673937758599,7.02811183212521,0.134178115842387,0.894331565301988,0.965254412124454,-6.20603366179749
"10","1552330_at","CENPBD1","92806","CENPB DNA-binding domain containing 1",0.178129442805162,8.70966807930298,1.43663747198149,0.163166456403001,0.548676502298148,-5.2257523969649
"11","1552354_at","CBARP","255057","CACN subunit beta associated regulatory protein",-0.0151235040250954,7.58037374787733,-0.0770775220917148,0.93917284862996,0.97835354161287,-6.21205665315495
"12","1552367_a_at","SCIN","85477","scinderin",-0.0423738814359975,8.33135677866773,-0.225103081050403,0.823721251623751,0.941483684836965,-6.18973772541826
"13","1552370_at","C4orf33","132321","chromosome 4 open reading frame 33",0.0490521466096592,7.75924194252192,0.598050328192895,0.555163422314193,0.833750474534223,-6.03766321434889
"14","1552378_s_at","RDH10","157506","retinol dehydrogenase 10",-0.139381120711819,7.58062627124518,-0.840280272986074,0.408682526400871,0.756760566492404,-5.86736601450601
"15","1552390_a_at","ERICH5","203111","glutamate rich 5",-0.0452017992506226,7.4767369811379,-0.469632018511745,0.642671310992744,0.875457980931231,-6.10534631380162
"16","1552405_at","NLRP5","126206","NLR family pyrin domain containing 5",0.0309886107623498,7.16830317657735,0.33409544659235,0.741082256946841,0.918206559577467,-6.1593929173524
"17","1552417_a_at","NEDD1","121441","NEDD1 gamma-tubulin ring complex targeting factor",-0.12563945674939,7.65110909231284,-1.03317698609025,0.31137135940472,0.685083927274203,-5.69323375067871
"18","1552422_at","C10orf25","220979","chromosome 10 open reading frame 25",-0.199223980132865,6.61190898643185,-1.52103795849087,0.140746088905308,0.524799651349528,-5.11143939054029
"19","1552423_at","ETV3","2117","ETS variant transcription factor 3",-0.335589623800985,7.62283665588864,-2.13084593907844,0.0430754971734704,0.377688587582324,-4.13727137535714
"20","1552470_a_at","ABHD11","83451","abhydrolase domain containing 11",-0.0655889952988691,6.63588398520966,-0.405978299708566,0.688198006868057,0.892682289214752,-6.13296877437062
"21","1552476_s_at","PLCD3","113026","phospholipase C delta 3",-0.0838651364905587,8.87642095632867,-0.621312189640789,0.539995034077354,0.825470902386215,-6.02370856786606
"22","1552485_at","LACTB","114294","lactamase beta",-0.28601777932586,8.01018269677471,-1.63453554973418,0.114624841252688,0.494098609122371,-4.9493126364008
"23","1552497_a_at","SLAMF6","114836","SLAM family member 6",-0.277343762715482,8.70933511125444,-1.97951218978113,0.0588222932976498,0.409723690725392,-4.40147560976132
"24","1552578_a_at","MYO3B","140469","myosin IIIB",0.0705155408610461,7.28704090615457,0.701740702800192,0.489295541593626,0.805438761521212,-5.97150062301414
"25","1552587_at","CNBD1","168975","cyclic nucleotide binding domain containing 1",0.175446158805764,5.96998315756278,1.05625758359634,0.300908994107421,0.676015458561489,-5.67018580288407
"26","1552623_at","HSH2D","84941","hematopoietic SH2 domain containing",-0.00720493854512405,8.41902687756461,-0.085271613240126,0.932721826141255,0.976021607532987,-6.21139228241408
"27","1552664_at","FLCN","201163","folliculin",-0.115597055304861,7.39567603041889,-0.932087255443373,0.360168901807677,0.723135787765685,-5.78864976391408
"28","1552701_a_at","CARD16","114769","caspase recruitment domain family member 16",-0.315066268639855,8.25347649391225,-1.68840943545501,0.103717482172023,0.478783928604648,-4.86908958839557
"29","1552760_at","HDAC9","9734","histone deacetylase 9",-0.322960247282993,7.87368759311633,-1.49343167359013,0.147786270539796,0.531314289809501,-5.14942667019326
"30","1552766_at","HS6ST2","90161","heparan sulfate 6-O-sulfotransferase 2",0.0405568350143515,9.08848585075262,0.31133059726864,0.75811977140197,0.923214902692308,-6.16670126322406
"31","1552787_at","HELB","92797","DNA helicase B",-0.151764780599215,5.00591508552222,-1.40000116733077,0.173749606307652,0.562150746770875,-5.27366552143121
"32","1552789_at","SEC62","7095","SEC62 homolog, preprotein translocation factor",-0.343112255333345,6.06049818998015,-2.38962343685733,0.0246903413618274,0.313026396786622,-3.6557598575386
"33","1552797_s_at","PROM2","150696","prominin 2",-0.13859543995429,9.3755912595255,-1.4048365715423,0.172322373421885,0.560648661221308,-5.26740178494099
"34","1552813_at","KLF14","136259","Kruppel like factor 14",-0.19631785727071,7.64517159308465,-2.01432235299231,0.0548070596411163,0.40033481495219,-4.34191529956961
"35","1552843_at","SLC26A1","10861","solute carrier family 26 member 1",-0.0820973774416958,5.41213325610119,-0.666760751710381,0.511006596475386,0.816551830013691,-5.99495890137834
"36","1552872_at","ASMTL-AS1","80161","ASMTL antisense RNA 1",-0.166071044138766,7.99241331731724,-1.36226111997175,0.185212911901288,0.577031456226127,-5.32192099820139
"37","1552899_at","LINC01312","154089","long intergenic non-protein coding RNA 1312",-0.288338476225135,9.58990235899517,-1.8012876229777,0.0836812174192236,0.44551851684459,-4.69444041407094
"38","1552915_at","IFNL2","282616","interferon lambda 2",-0.0844728206788501,8.379287220664,-0.773948876376158,0.446188201631916,0.781971784583593,-5.91944686628484
"39","1552917_at","IFNL1","282618","interferon lambda 1",-0.015341208740252,7.71637095350212,-0.10542877010686,0.916873409306984,0.970965667970696,-6.20947275606519
"40","1552921_a_at","FIGNL1","63979","fidgetin like 1",0.204137948689986,8.87326241335813,2.3754426832916,0.0254734100154553,0.31399420032802,-3.68304914633572
"41","1552950_at","CFAP161","161502","cilia and flagella associated protein 161",0.0346943896733896,5.11253453033831,0.231691087587744,0.818655972021572,0.941483684836965,-6.18823763972541
"42","1552977_a_at","CNPY3","10695","canopy FGF signaling regulator 3",0.00896436021358493,7.89484932027379,0.0732439542097486,0.942192411929348,0.979880108406522,-6.21234445995391
"43","1553011_at","TAF1L","138474","TATA-box binding protein associated factor 1 like",-0.154873980580467,8.09552785542331,-1.28582756965462,0.210236700859982,0.603548047318013,-5.41616917235111
"44","1553015_a_at","RECQL4","9401","RecQ like helicase 4",0.0526880527632532,9.94625022540204,0.641263151090715,0.527162932185521,0.82042882750502,-6.01132948905674
"45","1553034_at","SDCCAG8","10806","serologically defined colon cancer antigen 8",-0.225426210158639,5.87144306219925,-1.72926408618096,0.0960408960233412,0.463201260042673,-4.80689024260146
"46","1553062_at","MOGAT1","116255","monoacylglycerol O-acyltransferase 1",-0.278111452364866,9.0903359899483,-2.71307965996976,0.0118675715739746,0.25691000437394,-3.00800145690779
"47","1553071_a_at","MYOZ3","91977","myozenin 3",-0.30976621404324,7.01105877768884,-2.92816610750261,0.00715201076034699,0.211524322526779,-2.55348270687727
"48","1553105_s_at","DSG2","1829","desmoglein 2",0.145403361183716,11.4277173682022,1.02973966462345,0.31295101079295,0.685083927274203,-5.69662637363713
"49","1553111_a_at","KBTBD6","89890","kelch repeat and BTB domain containing 6",0.0476963389708747,7.17189932489468,0.436081790075903,0.666504263970395,0.884271730960778,-6.12039809672678
"50","1553125_x_at","WDR62","284403","WD repeat domain 62",0.0585342922440697,6.56469638799942,0.370265300671209,0.714290233428217,0.90570134173251,-6.14673126771786
